id,label,name,description
2640,Procedure,Caption of Figure_022.png,The student tries to take the RBV powder plate out of the component toolbox.
2641,Component,Caption of Figure_023.png,"The component toolbox, which contains the tools of RBV mode of the Renishaw AM 400 machine, is opened by a student."
2642,Procedure,Caption of Figure_024.png,The operator is taking out screws wrapped in foam from the RBV component toolbox.
2643,Procedure,Caption of Figure_025.png,Two operators are trying to take the wiper blade and the build plate out from the RBV toolbox.
2644,Component,Caption of Figure_26.png,A closer look inside the chamber when it's illuminated and equipped with the RBV powder plate.
2645,Procedure,Caption of Figure_027.png,Operators are trying to take the wiper blade out of the RBV toolbox.
2646,Component,Caption of Figure_028.png,The student opened the toolbox and exhibited the RBV components inside.
2647,Procedure,Caption of Figure_084.png,The operator tries to take the RBV powder plate setup out of the competent toolbox.
2648,Procedure,Caption of Figure_085.png,"The operator bends near the component toolbox, trying to demonstrate the work mode of the RBV powder wiper blade."
2649,Procedure,Caption of Figure_093.png,"The student bends near the component toolbox,  trying to pick up the powder plate from the toolbox."
2650,Component,Caption of Figure_160.png,"A 45-degree angled view of the Renishaw AM400 machine, with a chiller connected on its right side."
2651,Procedure,Caption of Figure_178.png,The man wearing a blue shirt and a mask is operating the equipment main isolator switch. The chiller is located at the bottom-right corner of the image.
2652,Procedure,Caption of Figure_192.png,The operator is watching the Renishaw AM400's control panel when the machine is running.
2653,SafetyStep,Caption of Figure_195.png,The Renishaw AM400 machine has emergency stop and reset buttons under the touchscreen interface. There is a warning label indicating the danger of electrocution.
2654,Component,Caption of Figure_filter_001.png,"A detailed view of the removable large safe change filter system inside the Renishaw AM400 machine. The filter is securely connected to the system via multiple flexible metallic hoses, equipped with clamps and fittings for airtight connections."
2655,Component,Caption of Figure_filter_01.png,"A detailed view of the removable large safe change filter. The filter housing is cylindrical and black, featuring an orange vertical handle on its side."
2656,Component,Caption of Figure_filter_002.png,A closer look at the removable large change filter.  There is a pipe on the left side of it that focuses on small powder recovery for reuse.
2657,Procedure,Caption of Figure_filter_003.png,"The two valves above the removable large change filter are pulled out and vertical, which means they are currently on."
2658,Warning,Caption of Figure_filter_004.png,"A closer look at the top of the removable large safe change filter reveals a large safe change filter isolation valve on the filter assembly, along with warnings indicating the need to refer to the instruction manual, a flammable materials hazard, and the requirement for respiratory protection."
2659,Component,Caption of Figure_filter_006.png,"The image features the large safe change filter isolation valve assembly, equipped with secure locking mechanisms and lever handles for flow control and sealing."
2660,Component,Caption of Figure_filter_008.png,"The bottom of the filter features two vertical handles in the open position, connected to the system with flexible hoses and airtight clamps for controlled flow and secure operation."
2661,Component,Caption of Figure_filter_08.png,The top view of the removable large safe change filter shows the isolation valve in the closed position.
2662,Component,Caption of Figure_filter_009.png,The bottom section of the filter assembly includes a curved metallic pipe with precision fittings and multiple hose connection points.
2663,Procedure,Caption of Figure_filter_011.png,"A gloved hand is shown operating the large safe change filter isolation valve on the filter assembly, attempting to pull it out and position it vertically."
2664,Component,Caption of Figure_filter_11.png,"The support bracket for the removable large change filter is shown, and it is used to hold the filter in place during preparation for cleaning."
2665,Procedure,Caption of Figure_filter_013.png,"A gloved hand is shown operating the large safe change filter isolation valve on the filter assembly, attempting to pull it out and position it horizontally."
2666,Component,Caption of Figure_filter_14.png,The containers used to hold the water for washing the removable large change filter after use.
2667,Component,Caption of Figure_filter_017.png,"The bottom of the filter features two handles. One is already in the open position, while the other is being adjusted by a hand wearing a blue glove."
2668,Component,Caption of Figure_filter_018.png,"The bottom of the removable large safe change filter system features a vertical valve handle, a large safe change filter lower clamp (L5), and a filter waste pipe inlet clamp (L6)."
2669,Component,Caption of Figure_filter_022.png,"A removable large change filter featuring the Renishaw AM400 machine logo, with the large safe change filter isolation valve securely closed."
2670,Procedure,Caption of Figure_filter_028.png,"A hand wearing a glove is holding the removable large change filter, indicating an attempt to disassemble it."
2671,Component,Caption of Figure_filter_030.png,"The removable large change filter, black on the outside, is positioned upright on the desk."
2672,Component,Caption of Figure_filter_037.png,"A closer look at the large safe change filter isolation valve, which is located at the top of the large safe change filter."
2673,Component,Caption of Figure_filter_038.png,"A 45-degree side view of the entire large safe change filter, with the valve in the closed position."
2674,Component,Caption of Figure_filter_040.png,A removable large change filter system with an orange vertical handle featuring inlet and outlet pipelines on either side and a closed valve at the top housed within a Renishaw AM400 machine setup.
2675,Component,Caption of Figure_filter_041.png,"A closer view of the left side of the large change filter reveals two pipes, one serving as the inlet pipe and the other designed to collect and recover reusable small powder."
2676,Component,Caption of Figure_filter_044.png,"A close-up view of the removable large safe change filter system within the Renishaw AM400 machine, showcasing its secure integration with multiple flexible metallic hoses, fastened with clamps and fittings to ensure airtight connections."
2677,Component,Caption of Figure_filter_049.png,"The removable large safe change filter system is tightly connected to several flexible metallic hoses, utilizing clamps and fittings to maintain a secure and airtight seal."
2678,Component,Caption of Figure_filter_051.png,"The removable large safe change filter system is securely connected to multiple flexible metallic hoses, with the hose for transporting recyclable powder linked to a small powder container, while the waste powder hose is connected to a larger powder container."
2679,Component,Caption of Figure_filter_053.png,"A side view of the entire large safe change filter, showing the valve in the horizontal position."
2680,Component,Caption of Figure_filter_060.png,A closer look at the bottom of the large change filter which is placed on the desk.
2681,Component,Caption of Figure_filter_062.png,"A closer view of the inner side of the large change filter, highlighting the connection point with the filter valve."
2682,Component,Caption of Figure_filter_069.png,A closer view of the inner side of the large change filter reveals a cylindrical inner chamber.
2683,Component,Caption of Figure_img_sieving_station_001.png,"A complete view of the Renishaw AM400 machine's sieving station, connected to a compressed argon pump that supplies argon gas to safeguard the powder."
2684,Procedure,Caption of Figure_img_sieving_station_046.png,The operator is attempting to open the valve on top of the powder input flask to allow the powder to flow in.
2685,Component,Caption of Figure_img_sieving_station_059.png,"This side view of the powder sieve station highlights a large circular lid secured with clamps. A black tube connects the station to an argon gas bottle, ensuring an oxidation-free environment."
2686,Component,Caption of Figure_img_sieving_station_061.png,"Above the lid, a funnel-shaped flask is connected to the system via a flexible hose, which allows controlled powder flow into the sieving station."
2687,Component,Caption of Figure_img_sieving_station_069.png,This is the designated area where the bottle containing metal powders for sieving is placed. The station is equipped with a stable platform to hold the bottle securely.
2688,Component,Caption of Figure_img_sieving_station_088.png,"The metal powder sieve station is designed to process and refine metal powders. The station features a secure lid fastened tightly with a clamp, ensuring a sealed environment to maintain safety and prevent contamination during operation."
2689,Component,Caption of Figure_img_sieving_station_091.png,"This front view of the powder sieve station showcases a large circular lid securely fastened with clamps. A black tube connects the station to an argon gas bottle, ensuring a protective environment to prevent oxidation."
2690,Component,Caption of Figure_img_sieving_station_095.png,"This side view highlights two valves that regulate the flow of powder into the sieving system, along with an argon gas inlet that ensures a controlled environment and prevents oxidation during the sieving process."
2691,Component,Caption of Figure_img_sieving_station_063.png,The image shows two valves designed to control powder flow into the sieving system and an inlet for argon gas to maintain a controlled environment and prevent oxidation during the sieving process.
2692,Component,Caption of GOPR0120_Figure_194.png,A man is pointing his finger at the control panel of the Renishaw AM400 machine.
2693,Procedure,Caption of GOPR0120_Figure_196.png,"A man is standing in front of the control panel of the Renishaw AM400 machine, using hand gestures to explain its operation."
2694,Procedure,Caption of GOPR0120_Figure_198.png,"A person in a hoodie is operating the control panel of the Renishaw AM400 printer, while another man observes. The panel features two visible buttons: a blue reset button and a red emergency stop button."
2695,Procedure,Caption of GOPR0120_Figure_209.png,"The person is standing next to the Renishaw AM400 printer, using gestures to explain how the metal additive manufacturing printer operates."
2696,Procedure,Caption of GOPR0120_Figure_215.png,"A man dressed in white is operating the control panel, while another man in a black shirt rests his hand on the edge of the Renishaw AM400 printer."
2697,Procedure,Caption of GOPR0120_Figure_219.png,"One person is using their thumb to operate the control panel, while another bald man is shielding the control panel with his hand."
2698,Procedure,Caption of GOPR0120_Figure_224.png,"A man in a black shirt is pointing to a specific area on the control panel of the Renishaw AM400 printer, using his finger to explain its settings."
2699,Procedure,Caption of GOPR0120_Figure_225.png,A technical support specialist demonstrates how to use the control panel while operating a Renishaw AM 400 additive manufacturing machine.
2700,Tool,Caption of GOPR0124_Figure_021.png,A man is holding a silver-colored recoater and attempting to place it into the chamber of the Renishaw AM400 machine.
2701,Tool,Caption of GOPR0124_Figure_023.png,"A person wearing a black shirt is holding the recoater, commonly referred to as the wiper blade, used in metal additive manufacturing."
2702,Component,Caption of GOPR0124_Figure_024.png,"The person is standing beside the Renishaw AM400 machine with its chamber door open, holding the recoater with both hands."
2703,AdditionalInfo,Caption of GOPR0124_Figure_025.png,"A person is holding the wiper blade with one hand while using a finger from the other hand to point at the recoater, likely explaining more details about the component."
2704,Procedure,Caption of GOPR0124_Figure_037.png,"The man on the left, wearing a mask with an American flag design, is holding the recoater, while the man on the right in a gray hoodie is attempting to put on blue gloves."
2705,Procedure,Caption of GOPR0124_Figure_038.png,"Two people are standing near a table, which has a blue toolbox on it. The man on the right, dressed in a gray hoodie and wearing a watch, is attempting to put on gloves."
2706,Procedure,Caption of GOPR0124_Figure_040.png,"The person in the black shirt is explaining the details of the recoater to another individual. The other person has already put on a glove on one hand, while the hand wearing a watch remains bare."
2707,Procedure,Caption of GOPR0124_Figure_044.png,The man wearing a hoodie with a UCLA logo is trying to put on another glove while already wearing a glove on one of his hands.
2708,AdditionalInfo,Caption of GOPR0124_Figure_045.png,"A man is resting his hand on a table with a blue toolbox placed on it, while another person, wearing a watch, is attempting to put gloves on both hands."
2709,Tool,Caption of GOPR0124_Figure_082.png,"A person holding the silver recoater is pointing to the orange wiper rubber with his fingers, while another man in a gray hoodie stands beside him, attentively listening to his explanation."
2710,Tool,Caption of GOPR0124_Figure_084.png,"A person dressed in black and holding a silver recoater is pointing to the orange wiper rubber with his finger, while another individual wearing blue gloves closely examines the wiper."
2711,Tool,Caption of GOPR0124_Figure_085.png,"The man in black is holding a silver recoater and pointing at the orange wiper rubber with his finger. Beside him stands another person dressed in jeans. Nearby, a red machine with a black lid and connected pipes functions as a vacuum."
2712,Tool,Caption of GOPR0124_Figure_086.png,"The man in black is holding a silver recoater, while next to him stands another individual wearing jeans and blue gloves. In the background, a black table can be seen."
2713,Tool,Caption of GOPR0124_Figure_087.png,"A man dressed in black is holding a silver recoater and pointing at the orange wiper rubber with his finger, while beside him stands another person wearing blue jeans, gloves, and a watch."
2714,Procedure,Caption of GOPR0125_Figure_01.png,"A man wearing a mask is using a vacuum with a large black hose to clean the chamber, aiming to remove excess metal powder from it."
2715,Procedure,Caption of GOPR0125_Figure_02.png,"A man wearing a watch is using a vacuum with a black hose to clean the chamber of the Renishaw AM400 printer, which has its door open."
2716,Procedure,Caption of GOPR0125_Figure_04.png,The man is using a black vacuum pipe to clean up the residual metal powder accumulated in the corner of the chamber.
2717,Procedure,Caption of GOPR0125_Figure_06.png,Someone wearing a watch and blue gloves is using a black vacuum pipe to clean up leftover metal powder gathered in the corner of the chamber.
2718,Procedure,Caption of GOPR0125_Figure_07.png,A person wearing a watch and blue gloves is using a black vacuum pipe to clean up metal powder residue collected in the corner of the chamber. The metallic square at the center of the chamber serves as the build area for metal additive manufacturing.
2719,Procedure,Caption of GOPR0125_Figure_11.png,"A person wearing a watch and blue gloves is using a black vacuum pipe to clean up metal powder residue, a step taken to prepare for the actual printing process."
2720,Procedure,Caption of GOPR0125_Figure_12.png,A metallic-textured square is positioned at the center of the chamber in the Renishaw AM400 printer. A man is using a vacuum pipe to remove the leftover metal powder from inside the chamber.
2721,Procedure,Caption of GOPR0125_Figure_17.png,"The man is cleaning up the leftover metal powder collected in the right corner of the chamber using a black vacuum pipe, with the chamber's light switched on."
2722,Component,Caption of GOPR0125_Figure_26.png,"This is a view of the inner chamber of the Renishaw AM400 printer. A metallic square is positioned at the chamber's center, and several holes are visible along the sides. These holes are designed to vent metal powders during the printing process."
2723,Procedure,Caption of GOPR0126_Figure_175.png,"A technician is operating the silver-colored recoater, with a set of hexagonal wrenches stored in a red shell placed on top of the platform inside the build chamber. The technician is attempting to grasp the screw using his right hand."
2724,Procedure,Caption of GOPR0126_Figure_176.png,The man wearing blue gloves is holding the wiper blade horizontally with both hands as he attempts to place the recoater into the build chamber.
2725,Procedure,Caption of GOPR0126_Figure_177.png,"The man wearing blue gloves is holding the wiper blade horizontally while the chamber door is open, and the light inside the build chamber is on. Another person is assisting by guiding the process."
2726,SafetyStep,Caption of GOPR0126_Figure_181.png,"The man, wearing a mask as personal protective equipment, is carefully using both hands to place the recoater precisely in the center of the build chamber."
2727,Procedure,Caption of GOPR0126_Figure_190.png,"Someone is removing a hex wrench from a set, while the recoater is being installed into the chamber. The recoater is positioned above the build plate at an appropriate distance."
2728,Procedure,Caption of GOPR0126_Figure_201.png,A person wearing a white mask is working to tighten a screw to secure the recoater installation inside the build chamber of the Renishaw AM400 metal printer.
2729,Procedure,Caption of GOPR0126_Figure_202.png,A person wearing a white mask and blue gloves is tightening a screw to secure the recoater installation within the build chamber.
2730,Procedure,Caption of GOPR0126_Figure_256.png,Two people are closely examining and inspecting the installation after the recoater has been successfully installed inside the build chamber.
2731,Procedure,Caption of GOPR0126_Figure_260.png,A man dressed in black fabric is using a white sheet of paper to measure the distance between the recoater and the built platform inside the chamber.
2732,Procedure,Caption of GOPR0126_Figure_267.png,"The man is explaining that placing a white paper between the recoater and the build platform, with just enough space for an A4 sheet to pass through, ensures that the metal powder is evenly distributed during the printing process."
2733,Procedure,Caption of GOPR0126_Figure_269.png,"The man holding a hex bench in his right hand explains that, with the chamber door open, a white sheet of paper should be inserted between the recoater and the build platform in the build chamber, leaving just enough space for an A4 sheet to slide through."
2734,Procedure,Caption of GOPR0126_Figure_321.png,The individual in the gray hoodie is adjusting the knobs on both sides to precisely calibrate the distance between the recoater and the build platform of the metal additive manufacturing printer.
2735,Procedure,Caption of GOPR0126_Figure_322.png,The person wearing blue gloves is moving the white paper back and forth to measure the distance between the recoater and the build platform.
2736,Procedure,Caption of GOPR0126_Figure_327.png,"The person wearing blue gloves is holding one side of the white paper while attempting to slide the other side of the A4 paper through the gap between the recoated surface and the platform, checking if it moves smoothly."
2737,Procedure,Caption of GOPR0126_Figure_328.png,"The individual wearing blue gloves and a watch tries to slide the A4 paper through the gap between the recoater and the platform, ensuring it moves smoothly."
2738,Procedure,Caption of GOPR0126_Figure_329.png,The person wearing the gray hoodie is calibrating the distance between the recoater and the build platform inside the chamber of the Renishaw AM400 printer by adjusting the knobs on both sides.
2739,Procedure,Caption of GOPR0126_Figure_340.png,The individual wearing blue gloves is holding one end of a white A4 sheet and trying to slide the other end through the gap between the recoated surface and the platform inside the build chamber. This process is to ensure that the metal powder will be evenly spread across the platform during the subsequent printing stage.
2740,Procedure,Caption of GOPR0126_Figure_341.png,The person wearing blue gloves is fine-tuning the knobs on both sides of the wiper installation assembly to adjust the distance between the recoater and the build platform.
2741,Procedure,Caption of GOPR0126_Figure_342.png,The individual wearing blue gloves is carefully adjusting the knobs on both sides of the wiper installation assembly to set the distance between the recoater and the build platform.
2742,Procedure,Caption of GOPR0126_Figure_374.png,"A white A4 sheet of paper is positioned between the wiper blade and the build platform. The build chamber light is turned on, and the chamber door is open."
2743,Procedure,Caption of GOPR0126_Figure_382.png,The individual wearing blue gloves is removing the A4 paper from the chamber after calibrating the distance between the wiper blade and the build platform.
2744,SafetyStep,Caption of GOPR0127_Figure_01.png,"The person wearing a white mask is explaining how to operate the control panel of the Renishaw AM400 machine to another individual in a gray hoodie. The second person's mask is not properly worn, revealing part of their mustache and only partially covering their face."
2745,SafetyStep,Caption of GOPR0127_Figure_02.png,A person wearing a white mask is demonstrating how to operate the emergency stop button of the Renishaw AM400 machine to someone in a gray hoodie.
2746,SafetyStep,Caption of GOPR0127_Figure_06.png,"A person dressed in black and wearing a white mask is demonstrating the use of the emergency stop button on the Renishaw AM400 machine to another individual, with one hand resting on the red emergency stop button."
2747,Procedure,Caption of GOPR0127_Figure_13.png,"In this side view, a man is seen examining the interior of the build chamber with its door closed, while his hand rests on the machine's control panel."
2748,Procedure,Caption of GOPR0127_Figure_17.png,"From this side angle, a man is observed inspecting the interior of the build chamber through its closed door, with one hand resting on the machine's control panel."
2749,Component,Caption of GOPR0127_Figure_31.png,"This is an interior view of the build chamber, seen through its window. At the center of the chamber, the build plate with a metallic texture is clearly visible."
2750,Procedure,Caption of GOPR0128_Figure_180.png,"The assembly within the chamber regulates the movement of the wiper blade, ensuring the even distribution of metal powder during the printing process. A laser warning triangle must be displayed on the chamber door."
2751,Component,Caption of GOPR0128_Figure_235.png,The man is standing and pointing at the control panel screen of the Renishaw AM400 machine with his hand.
2752,AdditionalInfo,Caption of GOPR0128_Figure_250.png,A man is using his finger to point at the red number on the blue chiller.
2753,Component,Caption of GOPR0128_Figure_258.png,"The man is pointing at the circular gauge on the argon gas bottle, which likely displays the pressure."
2754,Component,Caption of GOPR0128_Figure_262.png,"This is the rear view of the Renishaw AM400 printer, where several blue wires are visible."
2755,SafetyStep,Caption of GOPR0128_Figure_308.png,"This is the side view of the Renishaw AM400 printer, with the access door visible. Several labels, displaying safety precautions for wearing personal protective equipment (PPE), are attached to the door."
2756,Procedure,Caption of GOPR0128_Figure_320.png,"The man wearing blue gloves is placing his hand on the chamber access gloves, and the two buttons at the top are used to lock the glove hatches."
2757,Procedure,Caption of GOPR0128_Figure_321.png,"The man wearing blue gloves is placing his hand on the chamber access gloves, while the two buttons at the top are used to lock the glove hatches. Meanwhile, another man, dressed in black and with bare hands, is operating the machine's control panel."
2758,AdditionalInfo,Caption of GOPR0128_Figure_348.png,"The man wearing black clothing, with a sticker on his chest, is pointing at an option displayed on the control panel of the Renishaw AM400 printer."
2759,Procedure,Caption of GOPR0129_Figure_005.png,The man wearing the blue lab coat is attempting to touch the large safe's change filter inside the access door.
2760,Procedure,Caption of GOPR0129_Figure_012.png,The man wearing a gray hoodie with the UCLA logo is holding the vacuum's handle with one hand while using his other hand to receive the component from the man in the blue lab coat.
2761,Procedure,Caption of GOPR0129_Figure_022.png,"The man, dressed in a full-body blue lab coat, is attempting to place the large safe change filter into the filter disposal drum for cleaning."
2762,Procedure,Caption of GOPR0129_Figure_024.png,"The man is placing the large safe change filter onto the basket for fixing, with the filter disposal drum, a large bucket, positioned beneath it."
2763,Component,Caption of GOPR0129_Figure_026.png,"The man, wearing a white mask and a blue lab coat, is holding the orange pipe of the filter."
2764,Procedure,Caption of GOPR0129_Figure_027.png,"The man, dressed in a white mask and blue lab coat, is holding the orange pipe of the filter with one hand, while pointing at the large filter change valve with the other."
2765,Procedure,Caption of GOPR0129_Figure_031.png,The man is positioning the filter assembly above the drum and opening the lower isolating valve to drain the water collected through the filter element.
2766,AdditionalInfo,Caption of GOPR0130_Figure_179.png,"The image shows an overview of the lab, featuring a trash bin, a table with a toolbox on top, a vacuum, and a Renishaw silo lift."
2767,Component,Caption of GOPR0130_Figure_180.png,"The image shows the Renishaw silo lift, which includes a removable silo system. This design enables easy replacement with a cleaned silo or one specific to a different powder when switching between powders. The lift provides a safe working platform for reaching the silo at the top of the system."
2768,Procedure,Caption of GOPR0130_Figure_189.png,The man is opening the lower isolation valve to release the water collected by the filter element into the powder disposal drum.
2769,Procedure,Caption of GOPR0130_Figure_190.png,"The water collected by the large safe change filter element is flowing from the filter into the powder disposal drum, while two men stand nearby."
2770,Procedure,Caption of GOPR0130_Figure_225.png,The man in the blue lab coat is closing the large safe's change filter after the water has been drained.
2771,Tool,Caption of GOPR0130_Figure_232.png,"The man in the blue lab coat is holding the clamp, while another person is holding the centering ring seal."
2772,Procedure,Caption of GOPR0130_Figure_256.png,The person in the blue lab coat lifts the large safe change filter through the orange pipe.
2773,Procedure,Caption of GOPR0130_Figure_270.png,The person in the blue lab coat is placing the large safe change filter on the table while attempting to grip a set of hex wrench tools.
2774,Procedure,Caption of GOPR0130_Figure_292.png,The person is placing the large safe change filter on the table horizontally and using a hex wrench to disassemble it.
2775,Procedure,Caption of GOPR0141_Figure_001.png,"As part of the operation for reduced build volume mode, a person removes the build plate from the build platform inside the build chamber."
2776,Component,Caption of GOPR0141_Figure_020.png,"A man wearing a shirt is inspecting the build plate, which is a square metal plate with corners at its edges."
2777,Tool,Caption of GOPR0141_Figure_030.png,"The bald man is holding a hex wrench, resting one hand on the edge of the build chamber."
2778,Procedure,Caption of GOPR0141_Figure_085.png,"The person wearing a shirt is using a hex wrench to install the build plate onto the build platform inside the build chamber, typically for the Reduced Build Volume (RBV) mode."
2779,Procedure,Caption of GOPR0141_Figure_086.png,The person in the shirt is using a hex wrench to tighten the screw and attach the build plate to the build platform inside the build chamber for RBV mode.
2780,Procedure,Caption of GOPR0141_Figure_114.png,The man is using one hand to hold the handle of the build chamber while looking inside it.
2781,Procedure,Caption of GOPR0141_Figure_120.png,The man in the shirt closes the chamber door and locks it.
2782,Procedure,Caption of GOPR0141_Figure_129.png,The man uses one hand to grip the handle of the chamber door lock while using the other hand to operate the control panel.
2783,Procedure,Caption of GOPR0141_Figure_153.png,The man wearing a shirt and a blue mask is pressing the blue reset button.
2784,Procedure,Caption of GOPR0141_Figure_157.png,"The man, dressed in a shirt and a blue mask, presses the blue reset button."
2785,Procedure,Caption of GOPR0141_Figure_159.png,"The person, wearing a shirt and a blue mask, presses the blue reset button located below the control panel, while a red emergency stop button is positioned to the right of the blue button."
2786,Component,Caption of GOPR0706_Figure_005.png,"On the table, there are two powder bottles, a large black bracket, and a powder decanting adaptor."
2787,Component,Caption of GOPR0706_Figure_019.png,"The man wearing the black t-shirt is holding a powder bottle, while a large black bracket is placed on the table."
2788,Component,Caption of RBV_print_machine_preparation_2_Figure_135.png,"The RBV component is being lifted, with a person wearing gloves handling it."
2789,Procedure,Caption of RBV_print_machine_preparation_5_Figure_008.png,The man is opening the build chamber door of the Renishaw AM400 printer.
2790,Procedure,Caption of RBV_print_machine_preparation_5_Figure_149.png,The man is holding a tissue to clean the RBV build platform inside the build chamber.
2791,Procedure,Caption of RBV_print_machine_preparation_7_Figure_039.png,The man wearing a shirt is using a hex wrench to tighten the RBV component onto the build platform during the RBV preparation stage.
2792,Procedure,Caption of RBV_print_machine_preparation_7_Figure_040.png,"During the RBV preparation stage, the man in a shirt is tightening the RBV component onto the build platform using a hex wrench."
2793,Procedure,Caption of RBV_print_machine_preparation_7_Figure_137.png,The person is closing the build chamber door by pushing on the handle.
2794,Component,Caption of RBV_print_machine_preparation_9_Figure_301.png,The interior view of the build chamber displays the Renishaw AM 400 printer's reduced build volume mode.
2795,Procedure,Caption of RBV_print_machine_preparation_13_Figure_005.png,The person in the gray hoodie is attempting to take out the chamber access gloves to wear them.
2796,Procedure,Caption of RBV_print_machine_preparation_13_Figure_006.png,"The person in the gray hoodie is trying to remove the chamber access gloves to put them on, and the lockable glove hatch is open."
2797,Procedure,Caption of RBV_print_machine_preparation_13_Figure_035.png,The person wearing the watch is taking it off their wrist in order to put on the chamber access gloves by sliding their hand into them.
2798,Procedure,Caption of RBV_print_machine_preparation_13_Figure_065.png,A person is observing the interior of the build chamber through the chamber's window.
2799,Procedure,Caption of RBV_print_machine_preparation_15_Figure_024.png,The man is adjusting the flow rate of the argon gas by operating the valve on the gas bottle.
2800,Component,Caption of RBV_print_machine_preparation_15_Figure_038.png,There are two gauges and a circular knob for the argon gas bottle.
2801,Component,Caption of RBV_print_machine_preparation_15_Figure_039.png,"There are two gauges: the left gauge displays the supply pressure, while the right gauge shows the cylinder pressure."
2802,Procedure,Caption of RBV_print_machine_preparation_16_Figure_39.png,"The printing process is taking place inside the build chamber, visible through the chamber window, where the orange recoater moves to spread the metal powders onto the build platform."
2803,Procedure,Caption of RBV_print_machine_preparation_16_Figure_44.png,"The printing process occurs within the build chamber, where the orange recoater moves to distribute metal powders onto the build platform. The square build plate for the RBV mode is positioned at the center of the chamber."
2804,Procedure,Caption of Powder_sieve_operation_1_Figure_001.png,"While another powder bottle remains on standby and a student observes, the operator places a hand on the powder bottle's quick-release clamp."
2805,Procedure,Caption of Powder_sieve_operation_1_Figure_003.png,"Adjusting the powder bottle's quick-release clamp under the watchful eye of a student wearing a white mask, the individual works with another bottle held in reserve, as related equipment rests on the table."
2806,Procedure,Caption of Powder_sieve_operation_1_Figure_007.png,The operator attempts to close the powder bottle's valve handle while a student keeps watch.
2807,Procedure,Caption of Powder_sieve_operation_1_Figure_010.png,"As the individual tries to remove the quick-release clamp from a powder bottle, another container stands ready in the background, and a student looks on."
2808,Procedure,Caption of Powder_sieve_operation_1_Figure_011.png,The operator strives to detach the quick-release clamp from a powder bottle as another one remains on standby.
2809,Procedure,Caption of Powder_sieve_operation_1_Figure_012.png,"Having removed the quick-release clamp, the individual now holds the valve handle of the powder bottle."
2810,Procedure,Caption of Powder_sieve_operation_1_Figure_015.png,"With the quick-release clamp taken off, the operator grips the centering ring of the powder bottle."
2811,Procedure,Caption of Powder_sieve_operation_1_Figure_016.png,The individual endeavors to assemble the centering ring with the KF flange adaptor of the isolating valve.
2812,Procedure,Caption of Powder_sieve_operation_1_Figure_018.png,"While gripping the powder bottle, the operator activates its isolation valve."
2813,Procedure,Caption of Powder_sieve_operation_1_Figure_019.png,"Maintaining a firm hold on the powder bottle, the individual demonstrates to the students that the isolation valve is active."
2814,Procedure,Caption of Powder_sieve_operation_1_Figure_020.png,"With the powder bottle in hand, the operator gestures toward its isolation valve, indicating to the students that it is on."
2815,Procedure,Caption of Powder_sieve_operation_1_Figure_021.png,"Firmly holding the powder bottle, the individual points to the circular guard of its isolation valve, showing the students that it is turned on."
2816,Procedure,Caption of Powder_sieve_operation_1_Figure_024.png,"Keeping hold of the powder bottle and its isolation valve handle, the operator confronts a scenario where the student also grips the isolation valve handle of the standby small powder bottle."
2817,Procedure,Caption of Powder_sieve_operation_1_Figure_026.png,"Holding the main powder bottle, the individual observes the student grasping the isolation valve handle of the backup small powder bottle."
2818,Procedure,Caption of Powder_sieve_operation_1_Figure_027.png,"Attempting to activate the powder bottle's isolation valve, the operator simultaneously faces the student's efforts to turn off the standby small powder bottle's isolation valve."
2819,Procedure,Caption of Powder_sieve_operation_1_Figure_029.png,"Striving to open the powder bottle's isolation valve, the individual contends with the student's attempts to close the isolation valve of the standby small powder bottle."
2820,Procedure,Caption of Powder_sieve_operation_1_Figure_040.png,"Maintaining a grip on the powder bottle's centering ring, the operator notes the student holding another small powder bottle and trying to open its isolation valve."
2821,Procedure,Caption of Powder_sieve_operation_1_Figure_043.png,"Carefully inspecting the supplier powder bottle, the operator holds it closely to determine if any powder remains inside."
2822,Component,Caption of Powder_sieve_operation_1_Figure_049.png,"Searching for another centering ring, the individual looks to equip the standby powder bottle currently held by the student."
2823,SafetyStep,Caption of Powder_sieve_operation_1_Figure_060.png,A few people wearing long-sleeved shirts and pants observe the powder bottle and the supplier powder bottle of the Renishaw AM400 machine.
2824,Procedure,Caption of Powder_sieve_operation_1_Figure_079.png,Two operators are inspecting the interior through the left-hand user access door of the Renishaw AM400 machine.
2825,Procedure,Caption of Powder_sieve_operation_1_Figure_080.png,"Positioned to the left of the Renishaw AM400 machine and holding the left-hand user access door, the operator in black speaks, while the student on the right listens intently."
2826,Tool,Caption of Powder_sieve_operation_1_Figure_091.png,"Using a stick, the individual directs attention toward the large powder bottle of the Renishaw AM400 machine."
2827,Component,Caption of Powder_sieve_operation_1_Figure_095.png,A photograph shows two operators looking into the interior of the Renishaw AM400 machine through its left-hand user access door.
2828,Procedure,Caption of Powder_sieve_operation_1_Figure_100.png,An image depicts two operators examining the Renishaw AM400 machine's interior via the left-hand user access door.
2829,Procedure,Caption of Powder_sieve_operation_1_Figure_104.png,"Captured is a scene of two operators examining the interior of the Renishaw AM400 machine through the left-hand user access door, with one operator dressed in black holding a hammer."
2830,Component,Caption of Powder_sieve_operation_1_Figure_107.png,"A closer view from the left side presents the interior of the Renishaw AM400 machine, the left-hand user access door fully open."
